,gvkey,data_date,data_year_month,file_year_month,type,international_count,rev_growth_count,rev_slow_count,expense_growth_count,expense_slow_count,lm_positive_count,lm_negative_count,lm_uncertainty_count,lm_litigious_count
18685,137131,9/1/2002,2002-09,2002-10,10-Q,36,20,1,0,3,29,107,82,31
18686,137131,12/1/2002,2002-12,2003-03,10-K,206,36,13,12,11,151,364,354,184
18687,137131,3/1/2003,2003-03,2003-05,10-Q,30,18,4,1,5,76,669,334,1611
18688,137131,6/1/2003,2003-06,2003-07,10-Q,31,31,10,1,4,49,109,93,78
18689,137131,9/1/2003,2003-09,2003-10,10-Q,36,31,13,5,2,60,117,93,67
18690,137131,12/1/2003,2003-12,2004-03,10-K,201,38,15,14,7,259,705,497,884
18691,137131,3/1/2004,2004-03,2004-04,10-Q,39,14,7,5,1,37,89,97,65
18692,137131,6/1/2004,2004-06,2004-08,10-Q,43,30,7,8,3,72,129,125,154
18693,137131,9/1/2004,2004-09,2004-11,10-Q,41,32,4,7,4,68,187,155,347
18694,137131,12/1/2004,2004-12,2005-03,10-K,184,31,16,14,11,195,445,470,416
18695,137131,3/1/2005,2005-03,2005-05,10-Q,28,14,8,2,3,37,49,94,35
18696,137131,6/1/2005,2005-06,2005-07,10-Q,43,21,19,5,5,46,60,106,38
18697,137131,9/1/2005,2005-09,2005-10,10-Q,46,25,20,4,6,48,69,122,38
18698,137131,12/1/2005,2005-12,2006-03,10-K,209,34,13,14,10,248,711,585,877
18699,137131,4/1/2006,2006-04,2006-05,10-Q,53,15,14,5,2,49,622,226,1037
18700,137131,7/1/2006,2006-07,2006-08,10-Q,54,17,12,7,4,33,203,121,34
18701,137131,9/1/2006,2006-09,2006-11,10-Q,48,22,14,10,4,36,202,114,28
18702,137131,12/1/2006,2006-12,2007-02,10-K,212,26,14,14,16,200,601,509,320
18703,137131,3/1/2007,2007-03,2007-05,10-Q,47,29,1,2,3,74,195,202,234
18704,137131,6/1/2007,2007-06,2007-08,10-Q,71,45,3,4,4,55,154,149,40
18705,137131,9/1/2007,2007-09,2007-11,10-Q,60,46,1,8,3,51,160,142,42
18706,137131,12/1/2007,2007-12,2008-02,10-K,231,37,10,17,17,218,634,590,375
18707,137131,3/1/2008,2008-03,2008-05,10-Q,77,20,3,3,4,48,90,132,45
18708,137131,6/1/2008,2008-06,2008-08,10-Q,85,34,13,7,8,58,122,141,58
18709,137131,9/1/2008,2008-09,2008-11,10-Q,69,29,14,8,6,46,118,146,58
18710,137131,12/1/2008,2008-12,2009-02,10-K,239,37,11,14,19,282,1031,713,1019
18711,137131,3/1/2009,2009-03,2009-05,10-Q,64,2,20,2,4,55,170,179,219
18712,137131,6/1/2009,2009-06,2009-08,10-Q,76,6,29,9,9,40,128,153,67
18713,137131,9/1/2009,2009-09,2009-11,10-Q,74,4,33,5,18,42,142,171,66
18714,137131,12/1/2009,2009-12,2010-02,10-K,251,19,22,14,25,260,724,670,344
18715,137131,3/1/2010,2010-03,2010-04,10-Q,60,5,13,10,8,60,189,241,79
18716,137131,6/1/2010,2010-06,2010-08,10-Q,65,7,27,14,7,55,183,174,107
18717,137131,9/1/2010,2010-09,2010-11,10-Q,80,5,28,12,6,62,356,254,408
18718,137131,12/1/2010,2010-12,2011-02,10-K,268,19,23,19,27,316,861,742,372
18719,137131,3/1/2011,2011-03,2011-05,10-Q,81,13,6,7,8,64,305,189,400
18720,137131,6/1/2011,2011-06,2011-08,10-Q,88,26,7,1,13,75,170,152,70
18721,137131,9/1/2011,2011-09,2011-11,10-Q,99,27,13,2,17,82,205,168,78
18722,137131,12/1/2011,2011-12,2012-02,10-K,249,30,19,16,37,336,975,797,776
18723,137131,3/1/2012,2012-03,2012-05,10-Q,68,14,10,6,9,57,162,128,59
18724,137131,6/1/2012,2012-06,2012-08,10-Q,79,13,13,4,11,76,255,182,285
18725,137131,9/1/2012,2012-09,2012-11,10-Q,76,21,7,4,15,61,151,130,81
18726,137131,12/1/2012,2012-12,2013-02,10-K,254,23,19,12,47,340,881,697,528
18727,137131,3/1/2013,2013-03,2013-05,10-Q,76,13,7,9,6,70,183,145,114
18728,137131,6/1/2013,2013-06,2013-07,10-Q,85,17,13,11,10,161,1055,525,2183
18729,137131,9/1/2013,2013-09,2013-10,10-Q,100,24,8,13,19,78,184,160,106
18730,137131,12/1/2013,2013-12,2014-02,10-K,270,32,15,15,35,342,784,685,448
18731,137131,3/1/2014,2014-03,2014-04,10-Q,76,9,3,8,14,58,181,144,83
18732,137131,9/1/2014,2014-09,2014-10,10-Q,89,24,4,41,20,56,141,190,92
18733,137131,12/1/2014,2014-12,2015-02,10-K,253,24,13,44,30,338,708,775,595
18734,137131,3/1/2015,2015-03,2015-04,10-Q,67,5,5,15,9,64,169,230,281
18735,137131,6/1/2015,2015-06,2015-07,10-Q,81,9,9,29,26,65,124,210,160
18736,137131,9/1/2015,2015-09,2015-11,10-Q,115,13,5,39,26,75,130,219,81
18737,137131,12/1/2015,2015-12,2016-02,10-K,309,29,13,54,32,408,1783,1038,2786
18738,137131,3/1/2016,2016-03,2016-05,10-Q,100,16,1,23,6,72,160,214,154
18739,137131,6/1/2016,2016-06,2016-08,10-Q,122,36,2,57,7,103,237,291,301
18740,137131,9/1/2016,2016-09,2016-11,10-Q,116,38,5,58,15,74,151,245,120
18741,137131,12/1/2016,2016-12,2017-02,10-K,353,45,12,71,36,381,784,849,678
18742,137131,4/1/2017,2017-04,2017-05,10-Q,105,19,3,27,11,81,161,206,161
18743,137131,7/1/2017,2017-07,2017-08,10-Q,116,20,8,39,20,70,138,186,77
18744,137131,9/1/2017,2017-09,2017-11,10-Q,115,24,5,27,4,89,142,197,80
18745,137131,12/1/2017,2017-12,2018-02,10-K,353,39,13,52,32,380,725,794,455
18746,137131,3/1/2018,2018-03,2018-05,10-Q,123,13,5,12,7,126,258,290,385
18747,137131,6/1/2018,2018-06,2018-08,10-Q,137,25,6,23,9,96,137,210,143
18748,137131,9/1/2018,2018-09,2018-11,10-Q,137,23,7,26,8,89,304,237,421
18749,137131,12/1/2018,2018-12,2019-02,10-K,369,55,16,18,20,406,716,789,534
18750,137131,3/1/2019,2019-03,2019-05,10-Q,118,17,4,14,2,87,167,209,171
18751,137131,6/1/2019,2019-06,2019-07,10-Q,153,26,10,18,4,84,200,207,292
18752,137131,9/1/2019,2019-09,2019-11,10-Q,173,30,3,10,8,75,233,225,540
18753,137131,12/1/2019,2019-12,2020-02,10-K,390,57,14,23,16,359,736,763,545
18754,137131,3/1/2020,2020-03,2020-05,10-Q,198,22,16,14,15,194,683,629,542
18755,137131,6/1/2020,2020-06,2020-08,10-Q,222,32,22,16,21,177,644,588,449
18756,137131,9/1/2020,2020-09,2020-10,10-Q,216,39,14,25,15,169,582,563,302
18757,137131,12/1/2020,2020-12,2021-02,10-K,394,53,15,31,19,394,830,837,578
18758,137131,3/1/2021,2021-03,2021-05,10-Q,127,19,0,10,4,97,487,377,685
18759,137131,6/1/2021,2021-06,2021-08,10-Q,141,37,0,17,6,69,192,266,164
18760,137131,9/1/2021,2021-09,2021-11,10-Q,154,34,0,18,7,80,236,294,172
18761,138205,12/1/2000,2000-12,2001-03,10-K,6,3,3,14,6,181,241,286,159
18762,138205,3/1/2001,2001-03,2001-05,10-Q,3,2,3,8,2,99,99,156,56
18763,138205,6/1/2001,2001-06,2001-08,10-Q,3,2,3,12,1,128,99,168,80
18764,138205,9/1/2001,2001-09,2001-11,10-Q,3,2,3,11,0,111,115,165,180
18765,138205,3/1/2002,2002-03,2002-05,10-Q,3,5,3,10,1,277,437,367,1012
18766,138205,6/1/2002,2002-06,2002-08,10-Q,4,11,4,20,2,106,148,169,61
18767,138205,9/1/2002,2002-09,2002-11,10-Q,6,13,6,24,3,135,205,208,125
18768,138205,12/1/2002,2002-12,2003-03,10-K,14,13,4,22,8,233,463,333,268
18769,138205,3/1/2003,2003-03,2003-05,10-Q,10,9,5,9,4,134,376,210,219
18770,138205,6/1/2003,2003-06,2003-08,10-Q,16,12,5,8,5,136,395,218,236
18771,138205,9/1/2003,2003-09,2003-11,10-Q,14,10,5,7,4,136,396,220,235
18772,138205,12/1/2003,2003-12,2004-03,10-K,52,20,5,17,12,258,629,446,375
18773,138205,3/1/2004,2004-03,2004-05,10-Q,28,16,5,7,4,141,442,260,256
18774,138205,6/1/2004,2004-06,2004-08,10-Q,30,17,6,15,4,152,725,334,729
18775,138205,10/1/2004,2004-10,2004-11,10-Q,48,16,5,20,2,197,1039,407,1390
18776,138205,1/1/2005,2005-01,2005-03,10-K,87,29,6,22,20,432,981,614,1617
18777,138205,4/1/2005,2005-04,2005-04,10-Q,46,16,3,19,5,133,318,280,133
18778,138205,7/1/2005,2005-07,2005-08,10-Q,51,19,4,20,7,187,396,356,182
18779,138205,10/1/2005,2005-10,2005-11,10-Q,58,17,4,18,7,205,387,359,171
18780,138205,1/1/2006,2006-01,2006-03,10-K,91,32,10,21,21,348,562,553,311
18781,138205,4/1/2006,2006-04,2006-05,10-Q,35,26,6,17,3,227,570,451,695
18782,138205,7/1/2006,2006-07,2006-08,10-Q,40,26,6,20,3,252,741,543,1022
18783,138205,10/1/2006,2006-10,2006-10,10-Q,38,22,5,17,6,220,489,424,368
18784,138205,12/1/2006,2006-12,2007-02,10-K,91,36,12,24,17,418,1415,850,1593
18785,138205,4/1/2007,2007-04,2007-05,10-Q,40,22,5,19,9,381,3048,997,4452
18786,138205,7/1/2007,2007-07,2007-08,10-Q,40,27,6,22,10,155,518,489,227
18787,138205,9/1/2007,2007-09,2007-10,10-Q,44,26,7,21,11,151,541,497,233
18788,138205,12/1/2007,2007-12,2008-02,10-K,83,38,10,30,22,256,683,683,517
18789,138205,3/1/2008,2008-03,2008-04,10-Q,30,20,9,20,7,136,507,480,391
18790,138205,6/1/2008,2008-06,2008-07,10-Q,21,10,3,19,6,154,822,470,2100
18791,138205,9/1/2008,2008-09,2008-10,10-Q,38,14,3,18,7,68,268,278,97
18792,138205,12/1/2008,2008-12,2009-02,10-K,112,44,7,34,13,292,1335,1001,1926
18793,138205,3/1/2009,2009-03,2009-04,10-Q,19,17,3,15,4,63,111,155,85
18794,138205,6/1/2009,2009-06,2009-07,10-Q,46,17,3,19,11,79,150,169,91
18795,138205,9/1/2009,2009-09,2009-11,10-Q,40,20,2,15,8,90,182,198,111
18796,138205,1/1/2010,2010-01,2010-02,10-K,115,34,13,21,14,302,998,932,1246
18797,138205,4/1/2010,2010-04,2010-04,10-Q,9,13,4,9,4,45,115,129,70
18798,138205,7/1/2010,2010-07,2010-08,10-Q,10,25,6,17,3,65,218,220,385
18799,138205,10/1/2010,2010-10,2010-11,10-Q,17,23,6,14,0,51,104,136,59
18800,138205,1/1/2011,2011-01,2011-02,10-K,106,41,16,19,19,362,1486,1040,1774
18801,138205,4/1/2011,2011-04,2011-05,10-Q,14,10,3,13,4,90,620,405,1522
18802,138205,7/1/2011,2011-07,2011-08,10-Q,20,15,6,12,2,45,135,203,89
18803,138205,10/1/2011,2011-10,2011-11,10-Q,23,20,8,13,4,61,164,232,95
18804,138205,4/1/2012,2012-04,2012-05,10-Q,23,9,6,6,5,102,1090,511,1738
18805,138205,7/1/2012,2012-07,2012-07,10-Q,24,13,7,8,5,42,203,226,132
18806,138205,9/1/2012,2012-09,2012-10,10-Q,24,16,3,11,5,56,209,243,127
18807,138205,12/1/2012,2012-12,2013-02,10-K,113,40,12,26,14,365,1591,1045,1918
18808,138205,6/1/2013,2013-06,2013-07,10-Q,21,19,4,13,5,64,258,301,228
18809,138205,9/1/2013,2013-09,2013-11,10-Q,22,17,6,13,6,68,260,306,234
18810,138205,3/1/2014,2014-03,2014-05,10-Q,29,16,3,3,1,47,191,189,182
18811,138205,6/1/2014,2014-06,2014-08,10-Q,33,26,3,6,3,56,208,209,195
18812,138205,9/1/2014,2014-09,2014-10,10-Q,36,29,3,7,3,64,250,237,392
18813,138205,12/1/2014,2014-12,2015-02,10-K,119,42,11,13,19,397,2526,1304,3259
18814,138205,3/1/2015,2015-03,2015-05,10-Q,27,16,4,4,9,47,122,167,125
18815,138205,6/1/2015,2015-06,2015-07,10-Q,37,18,3,7,8,81,494,315,675
18816,138205,9/1/2015,2015-09,2015-11,10-Q,40,20,3,9,4,45,146,190,143
18817,138205,1/1/2016,2016-01,2016-03,10-K,122,36,10,17,15,252,783,842,634
18818,138205,4/1/2016,2016-04,2016-05,10-Q,25,7,8,5,8,33,118,173,104
18819,138205,7/1/2016,2016-07,2016-08,10-Q,27,12,6,6,8,62,262,299,579
18820,138205,10/1/2016,2016-10,2016-11,10-Q,30,10,8,14,11,42,140,181,130
18821,138205,1/1/2017,2017-01,2017-02,10-K,125,26,13,18,16,300,1370,1070,1667
18822,138205,4/1/2017,2017-04,2017-05,10-Q,26,8,4,9,5,30,132,181,112
18823,138205,7/1/2017,2017-07,2017-08,10-Q,30,13,8,15,7,31,172,196,203
18824,138205,10/1/2017,2017-10,2017-10,10-Q,30,13,8,14,8,30,139,183,120
18825,138205,12/1/2017,2017-12,2018-02,10-K,140,21,17,20,23,278,1005,996,1350
18826,138205,4/1/2018,2018-04,2018-04,10-Q,33,12,1,4,8,35,190,169,297
18827,138205,7/1/2018,2018-07,2018-07,10-Q,37,12,2,8,11,32,140,166,149
18828,138205,9/1/2018,2018-09,2018-10,10-Q,41,14,0,6,11,31,143,169,153
18829,138205,12/1/2018,2018-12,2019-02,10-K,147,27,9,18,22,202,704,806,441
18830,138205,3/1/2019,2019-03,2019-04,10-Q,32,9,2,7,6,37,99,139,112
18831,138205,6/1/2019,2019-06,2019-07,10-Q,48,9,4,6,9,33,122,142,167
18832,138205,9/1/2019,2019-09,2019-10,10-Q,46,9,1,5,9,59,266,265,625
18833,138205,12/1/2019,2019-12,2020-02,10-K,162,27,12,14,22,218,743,724,642
18834,138205,3/1/2020,2020-03,2020-05,10-Q,41,5,4,1,7,35,102,130,70
18835,138205,6/1/2020,2020-06,2020-08,10-Q,49,2,11,2,9,62,208,216,354
18836,138205,9/1/2020,2020-09,2020-10,10-Q,51,2,17,2,9,72,202,222,170
18837,138205,1/1/2021,2021-01,2021-02,10-K,174,21,23,12,24,241,700,798,439
18838,138205,4/1/2021,2021-04,2021-04,10-Q,53,4,4,5,6,47,135,173,108
18839,138205,7/1/2021,2021-07,2021-08,10-Q,70,9,1,6,7,53,168,193,133
18840,138205,10/1/2021,2021-10,2021-11,10-Q,73,10,2,8,8,62,284,233,415
18841,138743,3/1/2001,2001-03,2001-05,10-Q,43,9,1,17,5,72,196,221,80
18842,138743,6/1/2001,2001-06,2001-08,10-Q,42,8,3,26,9,94,499,334,728
18843,138743,9/1/2001,2001-09,2001-11,10-Q,30,10,6,24,19,196,1328,677,2553
18844,138743,3/1/2002,2002-03,2002-05,10-Q,22,8,8,6,18,74,336,253,118
18845,138743,6/1/2002,2002-06,2002-08,10-Q,27,10,12,11,36,122,1129,461,1151
18846,138743,9/1/2002,2002-09,2002-11,10-Q,34,12,12,10,35,109,744,395,625
18847,138743,12/1/2002,2002-12,2003-03,10-K,162,21,14,23,37,616,5396,2209,10528
18848,138743,3/1/2003,2003-03,2003-05,10-Q,143,14,13,10,18,161,1149,544,1460
18849,138743,6/1/2003,2003-06,2003-08,10-Q,197,16,17,14,31,166,693,623,1657
18850,138743,9/1/2003,2003-09,2003-10,10-Q,205,15,13,11,24,83,440,379,302
18851,138743,12/1/2003,2003-12,2004-03,10-K,256,26,17,22,41,225,1035,721,1351
18852,138743,3/1/2004,2004-03,2004-05,10-Q,126,21,5,14,12,130,1552,748,2957
18853,138743,6/1/2004,2004-06,2004-08,10-Q,202,30,6,24,19,147,1154,550,1575
18854,138743,9/1/2004,2004-09,2004-11,10-Q,203,32,6,36,20,85,441,383,295
18855,138743,12/1/2004,2004-12,2005-03,10-K,323,40,16,34,42,435,2009,1062,2977
18856,138743,3/1/2005,2005-03,2005-05,10-Q,122,21,6,22,9,108,504,417,283
18857,138743,9/1/2005,2005-09,2005-10,10-Q,185,31,3,49,10,270,1273,732,1835
18858,138743,12/1/2005,2005-12,2006-03,10-K,302,39,8,55,33,488,3828,1669,5913
18859,138743,3/1/2006,2006-03,2006-05,10-Q,133,21,3,33,8,121,853,618,890
18860,138743,6/1/2006,2006-06,2006-08,10-Q,188,31,3,61,9,153,810,678,572
18861,138743,9/1/2006,2006-09,2006-11,10-Q,181,29,3,61,8,363,2012,983,2447
18862,138743,12/1/2006,2006-12,2007-02,10-K,262,35,3,55,22,272,1219,873,1277
18863,138743,3/1/2007,2007-03,2007-05,10-Q,149,23,3,29,10,362,3354,1347,5548
18864,138743,6/1/2007,2007-06,2007-08,10-Q,224,33,5,52,9,215,1817,939,2621
18865,138743,9/1/2007,2007-09,2007-11,10-Q,329,33,5,56,10,294,2345,1325,4520
18866,138743,12/1/2007,2007-12,2008-02,10-K,422,38,4,69,22,362,1290,1090,1492
18867,138743,3/1/2008,2008-03,2008-04,10-Q,237,22,4,34,9,129,648,551,373
18868,138743,6/1/2008,2008-06,2008-08,10-Q,299,30,9,44,9,159,902,695,1165
18869,138743,9/1/2008,2008-09,2008-10,10-Q,340,40,9,43,11,176,1382,892,1398
18870,138743,12/1/2008,2008-12,2009-02,10-K,443,39,8,56,29,362,1592,1156,1826
18871,138743,3/1/2009,2009-03,2009-04,10-Q,176,25,6,36,16,131,892,573,575
18872,138743,6/1/2009,2009-06,2009-07,10-Q,230,35,6,43,13,122,799,556,439
18873,138743,9/1/2009,2009-09,2009-10,10-Q,294,37,7,54,15,159,1443,722,1438
18874,138743,12/1/2009,2009-12,2010-02,10-K,513,39,11,64,31,290,1220,984,733
18875,138743,3/1/2010,2010-03,2010-04,10-Q,230,27,8,44,11,246,2169,1089,3607
18876,138743,6/1/2010,2010-06,2010-08,10-Q,302,40,11,64,16,161,1493,835,1994
18877,138743,9/1/2010,2010-09,2010-10,10-Q,303,43,12,72,10,163,963,673,738
18878,138743,12/1/2010,2010-12,2011-02,10-K,575,47,12,80,31,287,1164,1012,696
18879,138743,3/1/2011,2011-03,2011-04,10-Q,301,33,8,46,8,172,909,632,649
18880,138743,6/1/2011,2011-06,2011-07,10-Q,412,61,9,67,8,157,1038,712,1051
18881,138743,9/1/2011,2011-09,2011-10,10-Q,396,60,7,68,9,163,1554,823,1552
18882,138743,3/1/2012,2012-03,2012-04,10-Q,276,37,5,40,6,215,1084,776,1099
18883,138743,6/1/2012,2012-06,2012-07,10-Q,453,58,5,58,6,295,2040,1283,4116
18884,138743,12/1/2012,2012-12,2013-02,10-K,667,56,7,85,23,376,2538,1596,3444
18885,138743,3/1/2013,2013-03,2013-04,10-Q,298,37,5,48,7,274,1338,923,1609
18886,138743,6/1/2013,2013-06,2013-07,10-Q,422,56,9,77,15,209,790,744,718
18887,138743,9/1/2013,2013-09,2013-11,10-Q,474,53,6,81,15,218,998,878,1034
18888,138743,12/1/2013,2013-12,2014-02,10-K,704,58,8,101,28,342,1315,1371,1003
18889,138743,6/1/2014,2014-06,2014-08,10-Q,426,53,9,85,14,294,1551,1045,3038
18890,138743,9/1/2014,2014-09,2014-11,10-Q,429,55,10,77,11,224,790,797,876
18891,138743,12/1/2014,2014-12,2015-03,10-K,684,58,9,102,26,475,2247,1745,3853
18892,138743,3/1/2015,2015-03,2015-05,10-Q,325,37,7,40,9,235,785,781,723
18893,138743,6/1/2015,2015-06,2015-07,10-Q,462,56,9,68,15,894,2490,1471,4521
18894,138743,9/1/2015,2015-09,2015-10,10-Q,490,60,9,71,12,283,999,941,1496
18895,138743,12/1/2015,2015-12,2016-02,10-K,823,66,8,92,33,517,2290,1833,3868
18896,138743,3/1/2016,2016-03,2016-05,10-Q,370,43,6,42,6,259,1027,928,930
18897,138743,6/1/2016,2016-06,2016-08,10-Q,531,61,8,65,7,259,1667,1133,2357
18898,138743,9/1/2016,2016-09,2016-11,10-Q,565,66,7,61,9,308,1220,991,1305
18899,138743,12/1/2016,2016-12,2017-02,10-K,897,59,13,99,29,604,2476,1987,4310
18900,138743,3/1/2017,2017-03,2017-05,10-Q,364,39,8,48,10,308,1005,966,857
18901,138743,6/1/2017,2017-06,2017-08,10-Q,512,53,9,71,16,247,811,913,357
18902,138743,9/1/2017,2017-09,2017-11,10-Q,523,53,13,69,24,344,1984,1459,3437
18903,138743,12/1/2017,2017-12,2018-02,10-K,948,62,16,96,33,530,2171,1813,3275
18904,138743,3/1/2018,2018-03,2018-05,10-Q,415,40,10,60,14,271,1024,1028,912
18905,138743,6/1/2018,2018-06,2018-08,10-Q,582,57,11,82,19,356,1916,1517,3745
18906,138743,9/1/2018,2018-09,2018-11,10-Q,563,54,10,76,19,253,806,948,419
18907,138743,12/1/2018,2018-12,2019-02,10-K,926,68,10,93,33,432,1162,1295,579
18908,138743,3/1/2019,2019-03,2019-05,10-Q,382,34,9,49,16,320,1062,1007,1069
18909,138743,6/1/2019,2019-06,2019-08,10-Q,636,49,8,65,16,240,870,934,688
18910,138743,9/1/2019,2019-09,2019-11,10-Q,649,47,8,69,17,408,1350,1058,1588
18911,138743,12/1/2019,2019-12,2020-02,10-K,1053,49,8,67,28,307,1112,1193,559
18912,138743,3/1/2020,2020-03,2020-05,10-Q,388,29,12,58,14,295,1147,1062,946
18913,138743,6/1/2020,2020-06,2020-07,10-Q,529,43,17,80,18,279,1712,1262,2281
18914,138743,9/1/2020,2020-09,2020-10,10-Q,609,48,15,87,21,230,902,944,377
18915,138743,12/1/2020,2020-12,2021-02,10-K,1296,44,15,81,41,386,1276,1338,610
18916,138743,3/1/2021,2021-03,2021-04,10-Q,434,34,11,55,12,298,1228,1197,1108
18917,138743,6/1/2021,2021-06,2021-07,10-Q,564,48,10,87,14,235,951,1028,406
18918,138743,9/1/2021,2021-09,2021-11,10-Q,587,51,13,92,13,236,1115,1060,563
18919,139665,9/1/2000,2000-09,2000-11,10-Q,40,20,6,3,0,107,530,341,1179
18920,139665,3/1/2001,2001-03,2001-05,10-Q,21,12,0,3,0,18,241,109,317
18921,139665,6/1/2001,2001-06,2001-08,10-Q,33,22,0,5,0,31,113,97,109
18922,139665,9/1/2001,2001-09,2001-11,10-Q,31,21,0,4,0,32,143,105,174
18923,139665,3/1/2002,2002-03,2002-05,10-Q,24,11,1,2,1,18,124,130,129
18924,139665,6/1/2002,2002-06,2002-08,10-Q,35,29,2,10,4,35,179,199,139
18925,139665,9/1/2002,2002-09,2002-11,10-Q,34,28,3,10,4,36,250,215,244
18926,139665,12/1/2002,2002-12,2003-03,10-K,77,39,8,30,4,131,651,652,985
18927,139665,3/1/2003,2003-03,2003-05,10-Q,34,17,4,13,3,31,250,280,198
18928,139665,6/1/2003,2003-06,2003-08,10-Q,50,34,4,22,10,45,258,282,220
18929,139665,9/1/2003,2003-09,2003-11,10-Q,49,41,4,25,6,48,285,279,315
18930,139665,12/1/2003,2003-12,2004-03,10-K,103,55,11,42,4,130,479,647,489
18931,139665,3/1/2004,2004-03,2004-05,10-Q,55,29,5,22,1,54,365,315,365
18932,139665,6/1/2004,2004-06,2004-08,10-Q,70,50,5,26,3,95,451,418,994
18933,139665,9/1/2004,2004-09,2004-11,10-Q,75,55,5,29,3,125,538,527,879
18934,139665,12/1/2004,2004-12,2005-03,10-K,119,65,11,41,5,141,485,776,631
18935,139665,3/1/2005,2005-03,2005-05,10-Q,63,30,6,18,1,57,369,431,492
18936,139665,6/1/2005,2005-06,2005-07,10-Q,89,51,4,25,1,57,400,454,520
18937,139665,9/1/2005,2005-09,2005-11,10-Q,86,55,2,31,6,56,390,442,523
18938,139665,12/1/2005,2005-12,2006-03,10-K,125,69,10,43,11,114,374,727,369
18939,139665,3/1/2006,2006-03,2006-05,10-Q,40,28,6,14,6,24,184,333,171
18940,139665,9/1/2006,2006-09,2006-11,10-Q,61,45,5,24,5,198,2553,1177,5490
18941,139665,12/1/2006,2006-12,2007-03,10-K,143,64,10,37,7,125,360,736,381
18942,139665,3/1/2007,2007-03,2007-05,10-Q,48,29,5,18,4,27,149,341,177
18943,139665,6/1/2007,2007-06,2007-08,10-Q,66,42,4,27,9,40,135,334,127
18944,139665,9/1/2007,2007-09,2007-11,10-Q,64,42,6,24,14,47,226,377,338
18945,139665,12/1/2007,2007-12,2008-02,10-K,161,62,24,46,15,299,1271,1129,2193
18946,139665,3/1/2008,2008-03,2008-05,10-Q,57,10,16,4,17,50,781,565,1552
18947,139665,6/1/2008,2008-06,2008-08,10-Q,69,14,17,5,27,52,501,383,364
18948,139665,9/1/2008,2008-09,2008-11,10-Q,87,26,40,7,35,57,504,385,257
18949,139665,12/1/2008,2008-12,2009-03,10-K,133,33,32,35,35,215,1204,1075,1303
18950,139665,3/1/2009,2009-03,2009-05,10-Q,86,12,14,12,13,65,447,330,268
18951,139665,6/1/2009,2009-06,2009-08,10-Q,89,14,25,30,27,106,574,320,292
18952,139665,9/1/2009,2009-09,2009-11,10-Q,93,24,15,41,21,130,540,321,319
18953,139665,12/1/2009,2009-12,2010-03,10-K,158,50,34,41,46,203,1032,913,604
18954,139665,3/1/2010,2010-03,2010-05,10-Q,72,34,2,24,18,96,542,412,379
18955,139665,6/1/2010,2010-06,2010-08,10-Q,80,53,8,38,21,126,621,443,440
18956,139665,9/1/2010,2010-09,2010-11,10-Q,88,55,7,37,24,117,607,457,429
18957,139665,12/1/2010,2010-12,2011-02,10-K,184,73,22,58,43,265,1114,1009,830
18958,139665,3/1/2011,2011-03,2011-05,10-Q,75,30,1,24,11,138,640,484,962
18959,139665,6/1/2011,2011-06,2011-08,10-Q,95,63,0,38,17,162,468,393,405
18960,139665,9/1/2011,2011-09,2011-11,10-Q,67,57,4,36,21,112,460,380,368
18961,139665,12/1/2011,2011-12,2012-02,10-K,179,86,17,57,32,237,1079,1051,860
18962,139665,3/1/2012,2012-03,2012-05,10-Q,71,31,1,26,13,63,394,409,371
18963,139665,6/1/2012,2012-06,2012-07,10-Q,93,46,6,46,15,102,671,458,554
18964,139665,12/1/2012,2012-12,2013-02,10-K,186,80,7,72,25,235,1329,1038,946
18965,139665,3/1/2013,2013-03,2013-05,10-Q,81,33,1,23,9,70,592,369,490
18966,139665,6/1/2013,2013-06,2013-07,10-Q,108,50,0,48,11,97,631,386,503
18967,139665,9/1/2013,2013-09,2013-10,10-Q,95,48,2,47,10,94,690,435,507
18968,139665,12/1/2013,2013-12,2014-02,10-K,177,77,9,77,28,70,439,334,306
18969,139665,12/1/2013,2013-12,2014-02,10-K,177,77,9,77,28,315,1577,1173,1663
18970,139665,3/1/2014,2014-03,2014-05,10-Q,93,40,5,25,5,79,545,375,435
18971,139665,6/1/2014,2014-06,2014-07,10-Q,111,44,1,48,5,103,354,335,352
18972,139665,9/1/2014,2014-09,2014-10,10-Q,117,55,5,55,7,128,389,400,317
18973,139665,12/1/2014,2014-12,2015-02,10-K,191,66,13,78,16,348,1274,1139,1433
18974,139665,3/1/2015,2015-03,2015-05,10-Q,93,26,3,33,3,117,394,332,330
18975,139665,6/1/2015,2015-06,2015-07,10-Q,118,52,16,57,7,165,477,374,341
18976,139665,9/1/2015,2015-09,2015-11,10-Q,126,62,15,55,10,164,507,403,349
18977,139665,12/1/2015,2015-12,2016-02,10-K,209,86,21,85,12,312,1097,966,892
18978,139665,3/1/2016,2016-03,2016-05,10-Q,85,21,10,18,9,84,341,254,297
18979,139665,6/1/2016,2016-06,2016-07,10-Q,102,29,12,31,18,103,260,243,198
18980,139665,9/1/2016,2016-09,2016-10,10-Q,111,37,12,32,11,116,345,307,218
18981,139665,12/1/2016,2016-12,2017-02,10-K,200,79,20,66,17,343,1350,1157,1310
18982,139665,3/1/2017,2017-03,2017-05,10-Q,85,29,3,17,8,116,227,297,176
18983,139665,6/1/2017,2017-06,2017-07,10-Q,111,35,5,34,13,204,287,357,231
